,total time,count,normalized total time,normalized count
Child gaze:robot,94.56,48,0.3181695827725437,0.16150740242261102
Child gaze:robot or prop,20.0,4,0.06729475100942126,0.013458950201884251
Child gesture:other,22.44,17,0.07550471063257065,0.05720053835800807
Child gesture:point at prop,6.82,8,0.02294751009421265,0.026917900403768503
Child prop manipulation:child,11.36,4,0.03822341857335127,0.013458950201884251
Child utterance:utterance,73.16,64,0.24616419919246293,0.21534320323014802
Conversational turns:CP,239.49999999999997,57,0.8058546433378194,0.19179004037685057
Conversational turns:CPC,359.8800000000003,47,1.210901749663527,0.15814266487213996
Conversational turns:PC,244.23000000000013,59,0.8217698519515481,0.1985195154777927
Conversational turns:PCP,396.35999999999984,55,1.3336473755047098,0.18506056527590845
Joint attention:parent,0.2400000000000091,1,0.0008075370121130857,0.003364737550471063
Joint attention:props,61.719999999999885,37,0.20767160161507361,0.12449528936742932
Joint attention:robot,40.53999999999995,36,0.1364064602960967,0.12113055181695825
Mutual gaze:MG,5.300000000000011,9,0.01783310901749667,0.030282637954239564
Non-verbal scaffolding:affective,8.6,7,0.02893674293405114,0.02355316285329744
Non-verbal scaffolding:cognitive,21.3,14,0.07166890982503364,0.04710632570659488
Non-verbal scaffolding:technical,3.7800000000000002,5,0.012718707940780618,0.016823687752355314
Parent affect:positive 1,16.04,7,0.053970390309555846,0.02355316285329744
Parent affect:positive 2,40.44,12,0.13606998654104976,0.040376850605652756
Parent affect:positive 3,33.14,6,0.11150740242261102,0.020188425302826378
Parent affective touch:affective touch,2.88,1,0.00969044414535666,0.003364737550471063
Parent gaze:child,41.92,27,0.14104979811574694,0.09084791386271869
Parent gaze:parent,1.44,2,0.00484522207267833,0.006729475100942126
Parent gaze:props,98.2,37,0.33041722745625834,0.12449528936742932
Parent gaze:robot,79.16,40,0.2663526244952893,0.1345895020188425
Parent gesture:other,6.08,6,0.020457604306864063,0.020188425302826378
Parent gesture:point at prop,27.22,19,0.09158815612382232,0.06393001345895019
Parent prop manipulation:parent,37.94,8,0.1276581426648721,0.026917900403768503
Parent utterance:missing data,3.4000000000000004,2,0.011440107671601614,0.006729475100942126
Parent utterance:utterance,106.68,83,0.358950201884253,0.2792732166890982
Verbal scaffolding:affective,8.4,6,0.02826379542395693,0.020188425302826378
Verbal scaffolding:cognitive,24.080000000000002,16,0.0810228802153432,0.053835800807537006
Verbal scaffolding:technical,5.56,4,0.018707940780619107,0.013458950201884251
robot pointing:point at prop,34.867,15,0.11731830417227454,0.05047106325706594
robot text:other,7.933,5,0.02669246298788694,0.016823687752355314
robot text:pick up,30.6,11,0.10296096904441453,0.03701211305518169
robot text:positive feedback,15.865,6,0.053381561238223414,0.020188425302826378
robot text:put down,5.2669999999999995,2,0.017722072678331084,0.006729475100942126
robot text:song,43.999,1,0.1480450874831763,0.003364737550471063
robot text:teach,22.6,10,0.07604306864064603,0.03364737550471063
robot text:try again,14.197,8,0.047769179004037675,0.026917900403768503
