,total time,count,normalized total time,normalized count
Verbal scaffolding:affective,0.6,1,0.0020041418932460415,0.0033402364887434024
Verbal scaffolding:cognitive,19.92,15,0.06653751085576859,0.050103547331151035
Verbal scaffolding:technical,1.08,1,0.003607455407842875,0.0033402364887434024
robot pointing:point at prop,32.065,14,0.10710468301155719,0.04676331084240763
robot text:correction,2.533,1,0.008460819025987039,0.0033402364887434024
robot text:other,10.213000000000001,5,0.034113835259536374,0.016701182443717013
robot text:pick up,27.334,11,0.09130202418331217,0.03674260137617743
robot text:positive feedback,16.401,6,0.054783218651880544,0.020041418932460416
robot text:put down,7.667,3,0.025609593159195667,0.010020709466230208
robot text:song,67.334,1,0.22491148373304828,0.0033402364887434024
robot text:teach,21.729,10,0.0725799986639054,0.033402364887434026
robot text:try again,11.998000000000001,7,0.04007615739194335,0.023381655421203816
