,total time,count,normalized total time,normalized count
Verbal scaffolding:instruction translation,1.52,1,0.006264424662050775,0.004121332014507088
Verbal scaffolding:scaffolding,0.96,1,0.003956478733926805,0.004121332014507088
robot pointing:point at prop,28.801000000000002,14,0.11869848334981867,0.05769864820309924
robot text:correction,2.666,1,0.010987471150675897,0.004121332014507088
robot text:other,6.467,4,0.02665265413781734,0.016485328058028353
robot text:pick up,13.399,6,0.055221727662380475,0.02472799208704253
robot text:positive feedback,24.2,10,0.09973623475107153,0.041213320145070884
robot text:put down,13.667,6,0.056326244642268375,0.02472799208704253
robot text:song,66.467,1,0.27393257500824264,0.004121332014507088
robot text:teach,27.201,11,0.11210435212660731,0.04533465215957797
robot text:try again,1.4,1,0.005769864820309924,0.004121332014507088
