,total time,count,normalized total time,normalized count
Child gaze:parent,9.92,14,0.04243668720054757,0.05989048596851472
Child gaze:props,103.8,33,0.4440451745379877,0.14117043121149897
Child gaze:robot,94.56,48,0.40451745379876797,0.20533880903490762
Child gaze:robot or prop,20.0,4,0.08555783709787818,0.017111567419575632
Child gesture:other,22.44,17,0.09599589322381931,0.07272416153319644
Child gesture:point at prop,6.82,8,0.029175222450376456,0.034223134839151265
Child prop manipulation:child,11.36,4,0.048596851471594794,0.017111567419575632
Child utterance:utterance,73.16,64,0.31297056810403834,0.2737850787132101
Conversational turns:CP,239.49999999999997,57,1.0245550992470909,0.2438398357289528
Conversational turns:CPC,359.8800000000003,47,1.539527720739221,0.2010609171800137
Conversational turns:PC,244.23000000000013,59,1.0447895277207397,0.2523956194387406
Conversational turns:PCP,396.35999999999984,55,1.695585215605749,0.23528405201916497
Joint attention:parent,0.2400000000000091,1,0.0010266940451745768,0.004277891854893908
Joint attention:props,61.719999999999885,37,0.2640314852840515,0.15828199863107462
Joint attention:robot,40.53999999999995,36,0.17342573579739884,0.1540041067761807
Mutual gaze:MG,5.300000000000011,9,0.022672826830937763,0.038501026694045176
Non-verbal scaffolding:affective,8.6,7,0.03678986995208761,0.02994524298425736
Non-verbal scaffolding:cognitive,21.3,14,0.09111909650924026,0.05989048596851472
Non-verbal scaffolding:technical,3.7800000000000002,5,0.016170431211498974,0.021389459274469544
Parent affect:positive 1,16.04,7,0.06861738535249828,0.02994524298425736
Parent affect:positive 2,40.44,12,0.17299794661190965,0.051334702258726904
Parent affect:positive 3,33.14,6,0.14176933607118414,0.025667351129363452
Parent affective touch:affective touch,2.88,1,0.012320328542094456,0.004277891854893908
Parent gaze:child,41.92,27,0.17932922655715264,0.11550308008213553
Parent gaze:parent,1.44,2,0.006160164271047228,0.008555783709787816
Parent gaze:props,98.2,37,0.4200889801505818,0.15828199863107462
Parent gaze:robot,79.16,40,0.33863791923340175,0.17111567419575635
Parent gesture:other,6.08,6,0.026009582477754964,0.025667351129363452
Parent gesture:point at prop,27.22,19,0.11644421629021218,0.08127994524298426
Parent prop manipulation:parent,37.94,8,0.16230321697467487,0.034223134839151265
Parent utterance:missing data,3.4000000000000004,2,0.014544832306639291,0.008555783709787816
Parent utterance:utterance,106.68,83,0.45636550308008217,0.3550650239561944
Verbal scaffolding:affective,8.4,6,0.035934291581108835,0.025667351129363452
Verbal scaffolding:cognitive,24.080000000000002,16,0.10301163586584533,0.06844626967830253
Verbal scaffolding:technical,5.56,4,0.02378507871321013,0.017111567419575632
robot pointing:point at prop,34.867,15,0.1491572553045859,0.06416837782340863
robot text:other,7.933,5,0.03393651608487337,0.021389459274469544
robot text:pick up,30.6,11,0.1309034907597536,0.04705681040383299
robot text:positive feedback,15.865,6,0.06786875427789185,0.025667351129363452
robot text:put down,5.2669999999999995,2,0.022531656399726215,0.008555783709787816
robot text:song,43.999,1,0.18822296372347708,0.004277891854893908
robot text:teach,22.6,10,0.09668035592060234,0.04277891854893909
robot text:try again,14.197,8,0.060733230663928814,0.034223134839151265
