,total time,count,normalized total time,normalized count
Child gesture:other,43.32,11,0.14482481947044665,0.036774538646696976
Child gesture:point at prop,10.88,6,0.036373361861460285,0.020058839261834716
Child prop manipulation:child,83.7,19,0.27982080770259427,0.0635196576624766
Child utterance:utterance,26.68,28,0.08919497191762503,0.09360791655522867
Conversational turns:CP,98.23999999999981,23,0.3284300615137731,0.0768922171703664
Conversational turns:CPC,103.39999999999998,12,0.3456806632789515,0.04011767852366943
Conversational turns:PC,128.86,31,0.43079700454667025,0.10363733618614603
Conversational turns:PCP,242.65999999999985,30,0.8112463225461348,0.10029419630917358
Joint attention:props,42.52000000000004,45,0.14215030756886882,0.15044129446376037
Joint attention:robot,72.24000000000002,41,0.24150842471249004,0.13706873495587055
Mutual gaze:MG,5.800000000000054,7,0.019390211286440404,0.023401979138807167
Non-verbal scaffolding:affective,18.52,7,0.061914950521529816,0.023401979138807167
Non-verbal scaffolding:cognitive,19.34,13,0.06465632522064724,0.04346081840064188
Non-verbal scaffolding:technical,8.0,8,0.02674511901577962,0.02674511901577962
Parent affect:positive 1,45.28,11,0.15137737362931264,0.036774538646696976
Parent affect:positive 2,37.2,10,0.12436480342337525,0.03343139876972453
Parent affect:positive 3,7.039999999999999,3,0.023535704733886064,0.010029419630917358
Parent affective touch:affective touch,14.56,7,0.04867611660871891,0.023401979138807167
Parent gaze:child,90.6,44,0.3028884728537042,0.1470981545867879
Parent gaze:props,85.2,52,0.28483551751805297,0.17384327360256752
Parent gaze:robot,94.44,49,0.3157261299812784,0.16381385397165016
Parent gesture:other,7.279999999999999,4,0.024338058304359454,0.01337255950788981
Parent gesture:point at prop,23.18,18,0.07749398234822144,0.06017651778550415
Parent prop manipulation:parent,2.24,2,0.007488633324418294,0.006686279753944905
Parent utterance:missing data,2.56,1,0.008558438085049478,0.0033431398769724523
Parent utterance:utterance,105.28,78,0.3519657662476598,0.2607649104038513
Verbal scaffolding:affective,5.72,6,0.01912276009628243,0.020058839261834716
Verbal scaffolding:cognitive,37.92,25,0.1267718641347954,0.08357849692431131
Verbal scaffolding:technical,2.48,2,0.008290986894891682,0.006686279753944905
robot pointing:point at prop,46.333,19,0.15489769991976463,0.0635196576624766
robot text:correction,2.734,1,0.009140144423642685,0.0033431398769724523
robot text:other,12.734,6,0.04257154319336721,0.020058839261834716
robot text:pick up,24.867,9,0.08313385932067398,0.030088258892752073
robot text:positive feedback,28.535,9,0.09539649638940893,0.030088258892752073
robot text:put down,19.467,7,0.06508090398502273,0.023401979138807167
robot text:song,42.133,1,0.14085651243648034,0.0033431398769724523
robot text:teach,33.599000000000004,14,0.11232615672639744,0.046803958277614334
robot text:try again,8.933,5,0.029864268520994917,0.016715699384862264
